Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AlertTestSuite,Chrome 90.0.4430.212,,,2021-05-22 10:40:32,2021-05-22 10:41:23,50.859s,PASSED
,,,,,,,
Test Cases/Alert/TC-HandleAlert - Multiple,Chrome 90.0.4430.212,,,2021-05-22 10:40:37,2021-05-22 10:41:15,38.447s,PASSED
"openBrowser(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:40:37,2021-05-22 10:40:40,3.156s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:40:40,2021-05-22 10:40:40,0.028s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:40:40,2021-05-22 10:40:41,0.137s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:40:41,2021-05-22 10:40:41,0.135s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:40:41,2021-05-22 10:40:42,1.028s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:40:42,2021-05-22 10:40:42,0.020s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:40:42,2021-05-22 10:40:42,0.104s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:40:42,2021-05-22 10:40:42,0.150s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:40:42,2021-05-22 10:40:42,0.037s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:40:42,2021-05-22 10:40:42,0.044s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:40:42,2021-05-22 10:40:43,1.146s,PASSED
"openBrowser(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:40:43,2021-05-22 10:40:46,2.338s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:40:46,2021-05-22 10:40:46,0.014s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:40:46,2021-05-22 10:40:46,0.138s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:40:46,2021-05-22 10:40:46,0.109s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:40:46,2021-05-22 10:40:47,1.015s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:40:47,2021-05-22 10:40:47,0.020s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:40:47,2021-05-22 10:40:47,0.084s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:40:47,2021-05-22 10:40:47,0.112s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:40:47,2021-05-22 10:40:47,0.017s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:40:47,2021-05-22 10:40:47,0.015s,PASSED
