Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:49:04,2021-05-22 10:49:05,0.679s,PASSED
,,,,,,,
Test Cases/Alert/TC-HandleAlert,Chrome 90.0.4430.212,,,2021-05-22 10:49:05,2021-05-22 10:49:13,8.277s,PASSED
openBrowser(null),Chrome 90.0.4430.212,,,2021-05-22 10:49:05,2021-05-22 10:49:06,1.240s,PASSED
"navigateToUrl(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:49:06,2021-05-22 10:49:09,2.428s,PASSED
obj = new com.kms.katalon.core.testobject.TestObject(test),Chrome 90.0.4430.212,,,2021-05-22 10:49:09,2021-05-22 10:49:09,0.004s,PASSED
"obj.addProperty(""xpath"", EQUALS, ""//table[@id='nav']//tr//td[3]//a"")",Chrome 90.0.4430.212,,,2021-05-22 10:49:09,2021-05-22 10:49:09,0.004s,PASSED
j = 4,Chrome 90.0.4430.212,,,2021-05-22 10:49:09,2021-05-22 10:49:09,0.000s,PASSED
"while (waitForElementPresent(obj, 1))",Chrome 90.0.4430.212,,,2021-05-22 10:49:09,2021-05-22 10:49:11,2.050s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:49:11,2021-05-22 10:49:11,0.020s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:49:11,2021-05-22 10:49:11,0.136s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:49:11,2021-05-22 10:49:11,0.159s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:49:11,2021-05-22 10:49:12,1.013s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:49:12,2021-05-22 10:49:12,0.019s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:49:12,2021-05-22 10:49:12,0.107s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:49:12,2021-05-22 10:49:12,0.138s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:49:12,2021-05-22 10:49:12,0.014s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:49:12,2021-05-22 10:49:12,0.029s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:49:12,2021-05-22 10:49:13,0.740s,PASSED
