Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:30:57,2021-05-22 10:30:57,0.066s,PASSED
"openBrowser(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:30:57,2021-05-22 10:30:59,1.693s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:30:59,2021-05-22 10:30:59,0.021s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:30:59,2021-05-22 10:30:59,0.120s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:30:59,2021-05-22 10:30:59,0.123s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:30:59,2021-05-22 10:31:00,1.001s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:00,2021-05-22 10:31:00,0.022s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:31:00,2021-05-22 10:31:00,0.122s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:00,2021-05-22 10:31:00,0.162s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:31:00,2021-05-22 10:31:01,0.022s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:31:01,2021-05-22 10:31:01,0.050s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:31:01,2021-05-22 10:31:01,0.071s,PASSED
"openBrowser(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:31:01,2021-05-22 10:31:03,1.930s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:31:03,2021-05-22 10:31:03,0.032s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:31:03,2021-05-22 10:31:03,0.124s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:03,2021-05-22 10:31:03,0.131s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:03,2021-05-22 10:31:04,1.001s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:04,2021-05-22 10:31:04,0.024s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:31:04,2021-05-22 10:31:04,0.100s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:04,2021-05-22 10:31:04,0.118s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:31:04,2021-05-22 10:31:04,0.024s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:31:04,2021-05-22 10:31:04,0.071s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:31:04,2021-05-22 10:31:04,0.072s,PASSED
"openBrowser(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:31:04,2021-05-22 10:31:06,1.913s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:31:06,2021-05-22 10:31:06,0.019s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:31:06,2021-05-22 10:31:06,0.126s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:06,2021-05-22 10:31:06,0.141s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:06,2021-05-22 10:31:07,1.002s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:07,2021-05-22 10:31:08,0.047s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:31:08,2021-05-22 10:31:08,0.132s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:08,2021-05-22 10:31:08,0.221s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:31:08,2021-05-22 10:31:08,0.026s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:31:08,2021-05-22 10:31:08,0.045s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:31:08,2021-05-22 10:31:08,0.068s,PASSED
"openBrowser(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:31:08,2021-05-22 10:31:10,1.851s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:31:10,2021-05-22 10:31:10,0.018s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:31:10,2021-05-22 10:31:10,0.124s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:10,2021-05-22 10:31:10,0.121s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:10,2021-05-22 10:31:11,1.002s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:11,2021-05-22 10:31:11,0.051s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:31:11,2021-05-22 10:31:11,0.138s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:11,2021-05-22 10:31:11,0.130s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:31:11,2021-05-22 10:31:11,0.027s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:31:11,2021-05-22 10:31:12,0.069s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:31:12,2021-05-22 10:31:12,0.067s,PASSED
"openBrowser(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:31:12,2021-05-22 10:31:14,1.998s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:31:14,2021-05-22 10:31:14,0.016s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:31:14,2021-05-22 10:31:14,0.117s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:14,2021-05-22 10:31:14,0.131s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:14,2021-05-22 10:31:15,1.002s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:15,2021-05-22 10:31:15,0.031s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:31:15,2021-05-22 10:31:15,0.100s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:15,2021-05-22 10:31:15,0.171s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:31:15,2021-05-22 10:31:15,0.030s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:31:15,2021-05-22 10:31:15,0.096s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:31:15,2021-05-22 10:31:15,0.071s,PASSED
,,,,,,,
Test Cases/Alert/TC-HandleAlert,Chrome 90.0.4430.212,,,2021-05-22 10:31:15,2021-05-22 10:31:22,6.703s,PASSED
openBrowser(null),Chrome 90.0.4430.212,,,2021-05-22 10:31:16,2021-05-22 10:31:16,0.368s,PASSED
"navigateToUrl(""https://www.w3schools.com/js/js_popup.asp"")",Chrome 90.0.4430.212,,,2021-05-22 10:31:16,2021-05-22 10:31:17,1.453s,PASSED
obj = new com.kms.katalon.core.testobject.TestObject(test),Chrome 90.0.4430.212,,,2021-05-22 10:31:17,2021-05-22 10:31:17,0.004s,PASSED
"obj.addProperty(""xpath"", EQUALS, ""//table[@id='nav']//tr//td[3]//a"")",Chrome 90.0.4430.212,,,2021-05-22 10:31:17,2021-05-22 10:31:17,0.004s,PASSED
j = 4,Chrome 90.0.4430.212,,,2021-05-22 10:31:17,2021-05-22 10:31:17,0.000s,PASSED
"while (waitForElementPresent(obj, 1))",Chrome 90.0.4430.212,,,2021-05-22 10:31:17,2021-05-22 10:31:19,2.043s,PASSED
waitForPageLoad(TimeOut),Chrome 90.0.4430.212,,,2021-05-22 10:31:19,2021-05-22 10:31:20,0.117s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-22 10:31:20,2021-05-22 10:31:20,0.173s,PASSED
"click(findTestObject(""W3School/TryItBtn""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:20,2021-05-22 10:31:21,0.751s,PASSED
delay(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:21,2021-05-22 10:31:22,1.001s,PASSED
switchToWindowIndex(1),Chrome 90.0.4430.212,,,2021-05-22 10:31:22,2021-05-22 10:31:22,0.052s,PASSED
"switchToFrame(findTestObject(""W3School/TryItButtonFrame""), TimeOut)",Chrome 90.0.4430.212,,,2021-05-22 10:31:22,2021-05-22 10:31:22,0.205s,PASSED
"click(findTestObject(""W3School/TryButton""))",Chrome 90.0.4430.212,,,2021-05-22 10:31:22,2021-05-22 10:31:22,0.189s,PASSED
acceptAlert(),Chrome 90.0.4430.212,,,2021-05-22 10:31:22,2021-05-22 10:31:22,0.024s,PASSED
switchToDefaultContent(),Chrome 90.0.4430.212,,,2021-05-22 10:31:22,2021-05-22 10:31:22,0.040s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-22 10:31:22,2021-05-22 10:31:22,0.070s,PASSED
